-1.319343250908489251e+00 -1.848100382980796486e+00 -2.422510105553334903e+00 -1.885012778520571697e+00 3.584317583303088806e-01
-9.393937394715685951e-02 -2.330236017926060055e-01 2.406942497644082746e+00 -2.165950754581239257e-01 -9.417809955862639359e-01
8.135497270720828955e-02 1.017437215339215939e+00 -3.676379768988721208e-01 -8.773025830076058851e-01 1.574970615859463963e-01
6.117961982318003561e-02 -2.133483232205174995e-01 1.642740251863670786e-01 -3.924718574103664981e-01 -4.355293135487189882e-01
9.457931883207634227e-01 2.586754224174332428e+00 -7.444616215085322342e-01 1.003541940118569453e+00 -1.048115453928155194e+00
5.158611163655231202e-01 1.153131738296012010e+00 1.107794719769504610e+00 9.752169393069185510e-01 -8.637993114749685786e-01
5.863804256283523114e-02 1.116687421269574321e+00 -3.077920215604332821e-01 1.999688757809381601e+00 3.588763375492517449e-01
-6.511037848565884856e-01 3.175602257847568666e+00 -8.814477892868701758e-01 3.125636191104682604e-01 -1.706085091190156833e+00
-8.834997132904531814e-01 -1.955320485947898534e+00 -6.015339120998799416e-01 -2.795676802010814144e-01 1.046753650489116172e+00
-1.057848818388398282e+00 -2.697698271886084243e+00 -9.564925478992722940e-01 -2.137008393892066316e+00 7.584891123139092528e-01
4.474583392964001094e-01 -3.967015218797410037e-01 2.062885238471215688e-01 6.118899591510560398e-01 -1.739983551848275634e-01
8.515792686876119122e-01 1.528749365344020728e+00 -5.488152727248973850e-01 -4.698129557497763842e-01 -1.252451790079739169e+00
-6.365438518574524362e-01 -2.251974993546818737e+00 2.022492825965397367e-01 1.802592689560893469e+00 -7.824451788555352172e-01
4.705158374093576512e-02 -1.414566197932582092e+00 1.560733634249682478e+00 -8.254649018049349529e-02 1.622615331164160568e-01
7.215904537850914569e-01 7.505269281008932758e-01 1.516153113462583413e+00 1.043608757931283604e+00 1.289479194125249695e+00
5.933020463950482437e-01 -5.905952249212018668e-01 5.896107175161937608e-01 6.886099063546147203e-01 8.201346106404706626e-01
2.933788702738305831e-01 1.381361128097088331e-01 8.554185984772588736e-01 2.395956917871358449e+00 9.652708422505973385e-02
-4.408574962045277990e-01 -8.551832932921588082e-01 -1.553862698300404022e+00 7.833183656759088453e-01 3.941159281690488347e-01
7.279539556417625734e-01 -1.292230421568776322e-01 9.232514975358748766e-01 -1.058108068819647585e+00 4.642995055063502408e-01
1.331186852443182689e+00 2.047719227880610005e-01 1.051873415892565333e+00 1.271558004478593462e-01 -1.070861088725025390e+00
5.367099958384340397e-01 1.195753444855038206e+00 -9.984632737470022779e-01 -3.541674301338560982e-01 1.550311426198291098e+00
-4.697822533783204135e-01 -1.814006151859156868e-01 -2.115905980950694154e-02 9.196274918538347443e-01 8.057943867249635073e-01
-3.310254894606651788e-01 -1.002814215555379196e+00 -6.425179378186252066e-01 4.306044530663358239e-01 2.491508027130974190e-01
-1.156657110412149247e+00 -3.060831244623162473e+00 -1.230923193843283414e+00 8.754060747142538013e-01 -3.697133879930685207e-01
-4.719219957850172564e-01 -1.677059230506446230e+00 -8.110004766423859479e-01 3.365744486879076458e-01 -2.095089932252785503e-01
6.304622898686235155e-02 9.612484507694430969e-01 1.781458168486452498e-01 -4.804348624807313617e-01 4.454784008679401469e-02
-6.582179161545441692e-01 -4.109730674286420360e-01 -7.004288002430560933e-01 -2.096489588365756163e+00 -7.517617523254366274e-01
5.853211829946275424e-01 3.847578446525068419e-01 8.467970473825674471e-01 8.569089761947930040e-01 -1.266263652208008184e+00
-9.909050124526569414e-01 -1.050645372492829521e+00 -1.493340015598373371e+00 -1.126906559017648579e+00 -1.668300856761325335e+00
4.142095967716600269e-01 -6.989619578973771397e-01 8.977214424146712224e-01 3.166189702859590338e-01 5.696600394523543276e-02
-6.828040000248398154e-03 -9.302393481932226260e-01 1.481614257763539944e-01 -9.869835805438347265e-01 -8.000806453659866646e-01
-7.708121884322332029e-01 -1.475398528804404474e+00 6.643949147704667491e-01 -4.069633438703011974e-01 1.028824968166524911e+00
5.947248993489029356e-01 -1.044367656255896781e+00 -1.754595575744849478e-02 1.504933090857417222e+00 -7.217708902258934689e-01
-1.359627701922310639e+00 -1.222233798528993276e+00 -3.869970201387922804e-01 -1.719917918827235992e+00 -1.441558833928058725e+00
-2.188823741823255009e+00 -1.276042908643119089e+00 -2.997290205678226460e+00 -2.478193895631957577e+00 -1.346253880492457977e+00
9.492268422844406528e-01 1.369445111138231530e+00 3.645091019479947958e-01 -4.592165903777593594e-01 6.650935353248967896e-01
2.278031963366369261e-01 6.896887651193782665e-01 8.290303100163951000e-02 6.626723321699597158e-02 7.258031628730572671e-02
4.218372703466214402e-01 -2.829838885258784131e-04 -1.997513291702694704e-01 -5.668224144667990405e-01 -2.684173722012649144e+00
-7.092756879641669565e-01 1.489723601126658803e+00 -2.089005853807583524e+00 5.803938882894449369e-02 -1.599074718263013173e+00
-1.795820400674088768e+00 -1.801666783539646488e+00 -1.801697174976999882e+00 -6.765206503818053108e-01 -1.104409639644202690e+00
1.339216483024844528e+00 9.503806334488800189e-01 2.595498252592336463e+00 -5.213059222557281380e-02 1.120092286932377057e+00
7.956608981224350119e-01 2.538341485118725815e-01 1.085115653111903944e+00 -1.340878756047516607e+00 -1.045950014534327899e+00
-4.916613601679891560e-02 -1.665113480986433192e+00 1.777607109466589896e-01 -1.210512536520735871e-01 -9.761698772398529067e-02
1.948717770318671161e-01 1.134957555381546301e+00 3.890030732624093490e-01 2.141720470000962329e-01 -4.890979274945177480e-01
2.409719437958461330e-01 -1.479597277994897153e+00 -3.943596894523414553e-01 4.988903758740161898e-01 -7.565718998555142072e-01
