1.298497372811662220e+00 -4.542128396884128616e-01 -4.527462251097695844e-01 -1.000179801604461849e+00 -5.457647856771337125e-01 -1.478367640956180340e+00 1.976685204816315711e+00
-1.280433667127461650e+00 -3.003975452566313153e-01 -1.182548102103903931e+00 -1.764495547461957914e+00 1.223351579544921020e+00 -3.345291280961189884e+00 3.429275120336470195e+00
-9.754658360777377357e-01 -1.947696041693113500e+00 4.984662091489271418e-01 -4.508269211804081245e-01 -5.799066962362648958e-01 2.292751096008119882e-01 -9.746202742296180555e-01
-2.690866353283861701e-01 1.306107104784568929e+00 -1.013201845764245990e+00 6.294385067603031070e-01 5.346490675415106475e-01 -5.020209957439383253e-01 8.476574171967722338e-01
-1.105738362162921762e+00 1.502613382864292468e+00 -7.042346761482711770e-01 3.577687012241559383e-02 1.049504658092239806e+00 -1.369296482382217572e+00 8.630494736314344717e-01
-1.279927059317843840e-01 -3.748407534159485799e-01 1.346361326437577888e-01 1.111607079816183896e+00 -3.723263590805458989e-01 2.245540785722048405e+00 -1.204819313481255705e-01
-6.178273846443920192e-01 1.573355665946625015e+00 -2.424499556072534201e+00 -2.187298714679333234e+00 1.680524173512115471e+00 -3.192920617353292023e+00 5.905730136287916210e+00
-9.891262417880578584e-01 2.816560003528244538e-01 -1.623277691257458688e+00 1.148122857750666359e-01 7.356278347629243708e-01 2.078869819782619421e-01 1.166662573227253086e+00
-2.859892313603478176e+00 1.836868133090237887e+00 -3.169153500081971497e+00 -2.857197600282820993e+00 1.338093335821149532e+00 -4.403132085237469795e+00 5.235431612490368813e+00
-7.943475172371023962e-01 3.522706582355330518e-01 -1.998225283774230698e+00 -2.583241013615511505e+00 2.809015631018853654e+00 -1.754676055713956906e+00 5.475504753273061631e+00
-3.057969545848166493e-01 -4.307750637733246402e-01 1.642154215834760844e+00 -3.652257911948282310e-01 1.132093640725457817e+00 7.779478518577135349e-01 4.248091481406639502e-01
1.700637621133615385e+00 -1.351331463582361891e+00 1.441003080832301997e+00 6.475970640205686024e-01 -5.961476198917294855e-01 6.817243238866159682e-01 -3.302453419791415712e-01
-6.354441853583049360e-01 -9.168328754235116618e-01 9.128685361815537247e-01 -6.831411021056796873e-01 4.527026323605499725e-01 4.594317552987196573e-01 1.169278803554620882e+00
4.573865918304656150e-03 1.366369118722200238e+00 3.124843586742227508e-01 8.402491596475056834e-01 3.065598033906555830e-01 1.867185458669018416e+00 -1.342074893926601842e+00
1.133304037711507783e+00 1.461369242705106708e-01 5.303140255930770541e-01 8.438301791118084649e-01 -7.081579608638175483e-01 4.348688389709761126e-01 -9.860953420698529426e-01
1.416412741233838701e-01 -1.515078198700307466e+00 3.890827693250608066e-01 2.363558446264563351e+00 -1.899404859873182305e+00 2.042852575099862289e+00 -2.785299305303331252e+00
2.091717995552304643e+00 -1.473219817454177738e-01 5.621721810755587745e-01 -2.266239260932763067e-01 1.728260622798621637e-01 -3.299160576514113541e-01 -9.566916129183082873e-01
-1.269559220615685380e+00 -9.556223459687271937e-01 -4.656023549541614681e-01 4.468891013447340854e-01 -3.395332988942776353e-01 -1.576787822990343424e-01 5.544180374235847530e-01
-7.228233604797806855e-01 6.331403744270541756e-01 -2.722661417117033800e+00 -4.452290703793608806e-01 1.125083595557656357e+00 -1.088809095018714368e+00 2.776275916772670271e+00
-1.938889273440210989e-02 -4.366896084510659692e-01 -6.397102786025763432e-01 -5.297437282651512591e-01 9.983038588231550881e-01 -1.852580546126716854e+00 1.289037577901183784e+00
-1.828235754319656736e-01 -8.084616926299692530e-01 -1.870732338251663851e-01 7.146925759117425669e-02 -1.467483210190750897e+00 -8.100492785857131839e-01 5.107399045127569703e-02
-1.119065783405333914e+00 1.386710234369568751e+00 -1.047962431854409182e+00 1.029946054429968338e+00 4.596943567991181867e-01 7.803552915370033372e-01 5.976350876973386406e-01
-6.982751143728911369e-01 8.085764309193570476e-01 -2.046730779975974635e+00 -6.590953607665570591e-01 -2.222812644047106545e+00 -4.054881540036341825e+00 3.353399432356777066e+00
2.107084565354270467e+00 3.460592020876998576e-02 1.419233490388580599e+00 4.167672969771734071e-01 -4.507111947362887339e-01 1.308447400026263363e+00 -3.430144692505739279e+00
-2.555598764932169760e-03 -1.854018395674785324e+00 2.703027620952085819e+00 2.812929211719854550e+00 -2.453820347041659744e+00 4.958440124423509232e+00 -2.915759950306788362e+00
4.090100632963115102e-01 -5.223485882800301683e-01 2.064983110730456151e+00 9.078128698745973058e-01 -1.797613967292419623e-01 3.488100668571459728e+00 -3.974047713888296585e+00
2.836367634256989900e-01 8.959615793208185464e-01 4.324831672070883481e-02 -1.096952951417473843e+00 -1.695640558556037458e-01 -1.808564822373570191e+00 1.740321921008372019e+00
-1.949854487616452525e+00 8.618868357139309877e-01 -1.777219446756250099e+00 -7.391802971936708433e-01 1.156237817229492926e-01 -1.901638341367510643e+00 4.125378768991893708e+00
3.860308695269960566e-01 -2.911181794105069387e-02 9.358779981865172903e-01 -7.071497788559919506e-01 -1.948961056670332481e-01 6.177513476370208867e-01 1.445494539509959653e+00
