-1.727048428837601124e+00 -3.599960098468670822e+00
-1.445890556833431262e+00 -3.270109458355094922e+00
-4.588687203238279722e-01 -1.148513036851616764e+00
1.317966082727883403e+00 2.516559917492500631e+00
1.153505553664760264e+00 2.006050539873520666e+00
1.369048896989637498e+00 1.859679740960736405e+00
-1.274700759883514944e+00 -2.909194513287851613e+00
-1.475500018771826793e+00 -2.355979947177562206e+00
2.765573994615418307e+00 5.275597966246621695e+00
3.912396526145180964e-01 -1.585573014341379317e-01
-2.598317830623842362e+00 -5.150670812683668665e+00
1.400345405861057380e+00 3.408170409712686144e+00
5.873957395907680734e-02 7.004790849805631048e-02
-1.634558403526202408e+00 -3.363632846894018869e+00
-9.512935028148596928e-01 -1.263183440970108151e+00
7.195906437302124203e-02 -4.597566596353057644e-01
2.764337139128914878e+00 6.133417940972098137e+00
6.843265488859162637e-01 1.468104941492059279e+00
1.514403577591274974e+00 2.959532964457175730e+00
2.402374788351528956e+00 4.714216708386228305e+00
-9.172123473509001812e-01 -2.689618929968791150e+00
9.301519117483518784e-01 8.985218582393126319e-01
-6.175937127094983659e-01 -8.632029660194480147e-01
-2.238838679555086308e+00 -5.285819522827432060e+00
-2.530678101047434403e-01 -1.072133115713499452e+00
-2.186271349013545695e+00 -4.969265370113895131e+00
-1.811012994097388473e+00 -3.892547022333366247e+00
-1.131193749017880057e+00 -3.162836545211721972e+00
-8.873888625422043930e-02 6.092339327334796995e-01
-3.194869414319914114e-01 -7.072076659667121401e-01
1.399733326424905222e+00 1.951579861281309558e+00
-2.516904148964380639e-01 -1.080615195816381213e-01
1.951968859259745059e-02 8.040358218792549305e-01
-2.711857504727295698e+00 -4.942598940366531579e+00
2.685166199339295012e-01 1.477390768689116118e+00
2.148462525821979163e+00 5.202006713113043190e+00
-3.484415523121833225e-01 -4.144198959111178304e-01
5.740901673071343581e-01 2.128572084867779157e-01
-7.058594449023614104e-02 -7.432211463352771386e-01
-2.631463812708800809e+00 -5.975911536298201376e+00
-2.146865694203691000e+00 -5.211563637435997265e+00
-3.507368985871157641e-01 -9.580125702865982529e-01
8.308251707710994083e-01 2.419585870137669126e+00
-2.753304497992585809e-01 -1.283605221122763540e+00
2.877059679380830737e+00 5.579800874117719189e+00
-1.797659965626596801e-02 8.130580489625680585e-01
2.927352686889846289e+00 6.044270659283236036e+00
2.663259017155459318e+00 6.244496060748288890e+00
-1.124734455105222297e+00 -1.275803051006399125e+00
1.636101783930477005e-01 8.737932578926408400e-01
1.462836863601630455e+00 2.229253690328125703e+00
2.448393446588149835e+00 4.305940716024011294e+00
2.663121731359479050e+00 5.325262553795830023e+00
1.980285768085055409e+00 4.020239267407090367e+00
-1.463915529432939566e+00 -3.005299173164140747e+00
-2.714125930448899382e+00 -5.066861416056990919e+00
-9.242455107148495053e-01 -1.373135209291576064e+00
-1.645862745234031088e+00 -4.201110008086653913e+00
4.148815709077693370e-01 1.561129769443272419e-01
1.123624869059887565e+00 1.725227389357668839e+00
-1.126667175099266283e+00 -2.271837638099815315e+00
1.116243292077625071e+00 1.419181377720222681e+00
9.517422180755059635e-01 1.328116779492695354e+00
1.607516497042322356e+00 2.985064658437421414e+00
-5.007672621308452143e-01 -1.943053233640439359e+00
2.799194502850492761e+00 4.644606511431087270e+00
7.897535184993165203e-01 1.684556392071248521e+00
-1.963768715027661482e+00 -3.231965263116414189e+00
3.823417707404170862e-01 6.382126479946497177e-01
1.402082557254218820e+00 3.284434454674355575e+00
2.103113377503927239e+00 4.152581502658479806e+00
2.893142581577595074e+00 5.448267097321217278e+00
-5.482556510423579610e-01 -7.080099300397169060e-01
-2.491131065807967282e+00 -4.417153559658446582e+00
-1.067183087842096256e-01 -5.370551441298467843e-01
7.532799141355779327e-01 2.008706834191894330e+00
-1.964094764463733656e+00 -4.101092543741652108e+00
-2.164766542864359877e+00 -4.419558527149425764e+00
9.120732925085386356e-01 1.379369956005520814e+00
4.984204954569819712e-01 1.701807897038430939e+00
1.785073726217802914e+00 3.861791592787602312e+00
-1.853310021469146252e+00 -2.733511701728568610e+00
9.828964437617844219e-01 1.782289870326021042e+00
2.576029205501683350e+00 6.100381851346968531e+00
2.245294727336509588e+00 3.792570552389512351e+00
-1.838024893441531527e+00 -2.926548370800553300e+00
-1.195704595691541527e+00 -2.053199426366322911e+00
-1.494904847780039958e+00 -1.998880304602652203e+00
-2.149496854934659140e+00 -4.801274893285203405e+00
3.062514396665427796e-02 -4.161086384010606043e-01
-3.154544882995384825e-01 1.657498969706598935e-01
1.782160689969218836e+00 4.356434816517602115e+00
3.311138442939842719e-03 7.283151729946464314e-01
-5.111252476802867761e-01 -7.178150406869059363e-01
2.171553838728580210e+00 4.234934086751409588e+00
-2.256255500552484250e-01 -1.197591793636181290e-01
-2.090777236271870620e+00 -4.453886836952340111e+00
-6.993296951912650883e-01 -5.168387986860478733e-01
-2.102037536956951058e-01 -4.958635900927341744e-01
-1.154977932631118476e+00 -1.876717232924684176e+00
-1.075584350476449735e+00 -2.410224023365036494e+00
1.604396186511936051e-01 -2.845421538642449732e-01
2.923230105310011595e+00 5.435662628029186649e+00
-2.948954662875675758e+00 -6.702410707690727776e+00
-1.055250413844406099e+00 -2.130855936056717859e+00
1.251544593071681533e+00 2.432769901905591503e+00
-8.829382865419814763e-01 -2.719899717297597164e+00
1.397899386939400301e+00 1.812588987080877123e+00
-2.758858983110220819e+00 -4.659475449863363039e+00
6.880761400108701409e-01 2.202040971819974047e+00
-1.355234867494269801e+00 -3.027276351376815278e+00
2.820930299707815614e+00 5.804506218492194058e+00
-1.323269127212269858e-01 -3.152813493515584931e-01
1.479979512099472316e+00 3.512135622409558788e+00
1.128099037043675423e+00 2.483709364747226367e+00
2.974216818749901847e+00 5.311775271489182160e+00
-2.177859004587014979e-01 5.486561792932218573e-01
6.205918670113330649e-01 1.782689974963819202e+00
-1.065794099936362205e+00 -2.598493552754247204e+00
-2.197189862998576881e+00 -3.971921659559696227e+00
-1.954616192149188691e+00 -3.716401927113553327e+00
2.725905094618775948e+00 5.226755095943948604e+00
-8.415553792104617514e-01 -2.645987617316593266e+00
-4.282976877653590364e-01 -1.795086529098715911e+00
-1.705715524211910639e+00 -4.337214856949906938e+00
-1.202571701757342959e+00 -2.826444205429314849e+00
2.972738651811636323e+00 6.583056317559937476e+00
1.337241824028175152e+00 3.547861574947042129e+00
-1.101920497526876375e+00 -2.145399104544750912e+00
