-3.184083368072805342e-01 2.649912641010671699e+00 1.895864239911989912e+01
4.637090276157846969e-01 1.233516400936376556e+01 9.459932855875582902e+01
-8.476108839047151733e-01 -5.567832842400734172e+00 -4.190456221135251980e+01
-6.185816385529765427e-01 -1.388838174118490443e+01 -1.073924529536651278e+02
-2.048120525140633141e+00 -1.667869495475416741e+01 -1.274045001046527830e+02
-1.620890661549127865e+00 -6.808069137730261566e+00 -5.011976458287433900e+01
1.327534544400842620e+00 -2.170607575045278015e+00 -1.903500511562496555e+01
5.131450382400301047e-01 -1.937088944699724280e+01 -1.505333768908275829e+02
-7.003032639165814865e-01 -7.370360727315325988e+00 -5.578242766705418632e+01
2.246449456072909356e+00 1.895464715941213640e+01 1.425083705176323861e+02
9.534171716016656140e-01 1.077680147482643402e+00 7.765366011584929673e+00
2.829012872689294356e-01 -2.281510023650930474e+00 -1.939003985778507655e+01
1.194222798063991675e+00 1.099548421183859759e+01 8.325237206739156193e+01
-8.124614743237708048e-01 -6.623166148931059816e+00 -4.975730839245835568e+01
3.615316887821911629e-01 9.631868602283812919e+00 7.343410378841852548e+01
9.043854822216768063e-01 -3.465773834830270683e+00 -2.876438310906442908e+01
-4.629147040655829937e-01 1.475960260460810680e+01 1.152726565495137550e+02
-7.913974585199230471e-01 9.859717813777180595e+00 7.830422657881561577e+01
-1.437159939596279523e+00 -1.950398885262187321e+01 -1.506082491735076303e+02
-1.189649564056878939e+00 2.134927019458443986e+00 1.730132088416263514e+01
1.772241126790590426e+00 -2.390525298250555153e+00 -2.075034663978975402e+01
-9.397079268013169839e-01 -1.113265802254773895e+01 -8.526490608265144999e+01
-1.341830771731677308e+00 -3.461906134697280812e+00 -2.444756780482948244e+01
6.608639315557846006e-01 5.507316327148171098e+00 4.008578894818139560e+01
1.339873107838071675e+00 -9.015092542375924722e+00 -7.260988552903017990e+01
-7.118876801977713775e-01 -1.075903974353307468e+01 -8.309717895830911516e+01
-8.023671784262175199e-01 5.200817323502521461e+00 4.057135852003419529e+01
1.181812767296445355e+00 1.676986054499946022e+01 1.290353989717921195e+02
-1.215791950582600256e+00 -3.016872287814114095e-01 -2.853707927628283070e+00
4.368960903087218961e-01 1.956519345829762280e+00 1.507154689445131446e+01
-1.269420907442561086e+00 9.145814242065466004e+00 7.313058389083268196e+01
1.290426605467218622e-02 1.951183333579452395e+01 1.506389629508713313e+02
-1.662893955477944719e+00 -3.089609552285033089e+00 -2.226259604623278321e+01
7.697893274490538174e-01 8.215659020745487595e+00 6.166754399256966934e+01
9.448680673983118616e-01 1.866779100608547637e+01 1.426877108011457551e+02
-8.271633805769893488e-01 -7.088995466166362114e+00 -5.487863819817557243e+01
-1.288202959412157345e+00 -1.812408481400487759e+01 -1.387786239099457362e+02
9.341989795460742263e-01 1.443791089855245957e+01 1.105330135315445972e+02
7.322735270961401310e-01 1.410476867521785849e+01 1.067661666464652797e+02
1.091884976401052310e+00 1.296005721991195081e+01 9.881516953456804231e+01
-9.213151069849695451e-01 -1.775588977127294399e+01 -1.363340991449951503e+02
-2.637206846303947749e+00 -1.247376446474264355e+01 -9.224772650521640571e+01
-1.132240195432694607e+00 -4.972425621622988956e+00 -3.642103612674222290e+01
6.547806937355357682e-02 -2.123791893890325522e+00 -1.595130967660409560e+01
1.206122173955253007e+00 -1.106035572530453415e+01 -8.646568652160399893e+01
-1.034808635602886051e+00 -2.888389295054246908e+00 -1.938492093892328683e+01
2.786181523961019368e-01 -7.084635807113086159e+00 -5.607712627167367714e+01
5.095188105318571026e-01 1.083157340836609084e+00 9.144452609730221226e+00
1.282329476705115878e+00 4.151140009364507222e+00 3.151559589428808295e+01
1.517484099044703605e+00 1.295128422690031478e+01 9.923751507053836463e+01
-5.754368762821717720e-01 5.194417340613501466e+00 4.181742218758517993e+01
9.846276492952779069e-01 1.610675337705842125e+01 1.237790771668256724e+02
6.580770613626367449e-02 7.574888660175943755e+00 5.899174308297164515e+01
7.604297551483088502e-02 1.924808766618210543e+00 1.541920410252443219e+01
