-9.745421229954790432e-01 -7.411464086802120654e+00 -5.620424007262016630e+01
-9.259850597098825409e-01 -8.079710110009568069e+00 -6.648513754559039057e+01
-9.890822574884522433e-01 1.708123644232890825e+01 1.310471275878638835e+02
-3.412267074395876620e-01 -7.085551775355298787e+00 -5.294398349832822959e+01
1.277096187816033346e-01 9.921038288427196150e+00 7.742503826513662091e+01
7.817993609594944271e-01 1.124956282132337115e+01 8.659064617079532411e+01
1.610032274058259105e+00 -1.165573290265105300e+01 -8.887287413694842542e+01
-8.728699783773925525e-01 -9.650990707551862613e+00 -7.447902651710664657e+01
-8.987991769682757148e-01 1.398661591780690827e+00 8.847914663439157223e+00
-1.325478662272633779e+00 4.090632386454850611e+00 3.345470007650045119e+01
-7.792061859691317149e-01 -5.038379037958851114e-02 1.740658580144160528e+00
8.518828152685731236e-02 -1.494871813556418072e+00 -1.260163578387391858e+01
-3.470400025227509122e-01 -1.612915078141493552e+01 -1.255789193148147831e+02
-2.640552949218111234e-01 6.578001031210167771e-01 5.712491696322449464e+00
1.554450092796597849e+00 1.647710377088369205e+00 1.272045370681441590e+01
5.508067544031461926e-01 -1.925296025591629245e+01 -1.491100711165347832e+02
-1.109608729346003742e+00 1.690390275723904878e+00 1.272022027633732044e+01
6.081589316319599980e-01 4.488952327416237509e+00 3.505762525490445114e+01
1.517182871613198092e+00 4.462477343024954024e+00 3.554242250270726089e+01
-7.529877720926669848e-01 2.892820015407113754e+00 2.073976059016172258e+01
-1.843712269902891610e+00 1.326786674523921405e+01 1.035672327409238846e+02
-1.226051095128247281e+00 -1.224952635692827840e+01 -9.347935129939835974e+01
1.115045020725945690e+00 -9.038092536556883161e+00 -6.993696131465476640e+01
3.022774716676641105e-01 -3.604128227508852422e+00 -2.637660896905085650e+01
-4.227450836550792346e-01 -9.615996389651124687e+00 -7.517251986253376117e+01
-1.652123188835462830e+00 -3.125449848973991696e+00 -2.414683022864484840e+01
1.674326083773129970e+00 -6.952807792989053937e+00 -5.335796630837189980e+01
-5.589495162982284215e-01 -1.088236870961683245e+01 -8.420472930864596606e+01
-4.328955737092613498e-01 -2.852569975841490546e+01 -2.221861556718963016e+02
-9.174698501765945480e-01 -7.757045811197424534e+00 -6.009754271763775080e+01
